,decoded,encoded
91421,48,12510
91422,79,32815
91423,100,52030
91424,86,38730
91425,65,22455
91426,91,43255
91427,29,4815
91428,39,8415
91429,27,4215
91430,39,8415
91431,91,43255
91432,47,12015
91433,46,11530
91434,61,19855
91435,66,23130
91436,85,37855
91437,56,16830
91438,53,15135
91439,51,14055
91440,48,12510
91441,69,25215
91442,17,1815
91443,4,190
91444,67,23815
91445,12,990
91446,51,14055
91447,57,17415
91448,64,21790
91449,47,12015
91450,33,6135
91451,7,415
91452,6,330
91453,42,9690
91454,13,1135
91455,25,3655
91456,60,19230
91457,22,2890
91458,11,855
91459,53,15135
91460,94,46090
91461,67,23815
91462,11,855
91463,29,4815
91464,15,1455
91465,84,36990
91466,37,7615
91467,89,41415
91468,4,190
91469,46,11530
91470,81,34455
91471,77,31215
91472,98,50010
91473,34,6490
91474,8,510
91475,35,6855
91476,1,55
91477,53,15135
91478,61,19855
91479,81,34455
91480,19,2215
91481,67,23815
91482,11,855
91483,58,18010
91484,92,44190
91485,92,44190
91486,92,44190
91487,89,41415
91488,54,15690
91489,96,48030
91490,18,2010
91491,88,40510
91492,83,36135
91493,35,6855
91494,50,13530
91495,73,28135
91496,96,48030
91497,39,8415
91498,71,26655
91499,50,13530
91500,74,28890
91501,65,22455
91502,82,35290
91503,73,28135
91504,100,52030
91505,71,26655
91506,98,50010
91507,97,49015
91508,100,52030
91509,98,50010
91510,99,51015
91511,59,18615
91512,10,730
91513,0,30
91514,77,31215
91515,27,4215
91516,93,45135
91517,52,14590
91518,33,6135
91519,89,41415
91520,35,6855
91521,52,14590
91522,94,46090
91523,65,22455
91524,2,90
91525,24,3390
91526,48,12510
91527,25,3655
91528,50,13530
91529,83,36135
91530,23,3135
91531,36,7230
91532,55,16255
91533,12,990
91534,50,13530
91535,22,2890
91536,46,11530
91537,72,27390
91538,52,14590
91539,44,10590
91540,23,3135
91541,15,1455
91542,34,6490
91543,87,39615
91544,31,5455
91545,92,44190
91546,58,18010
91547,59,18615
91548,32,5790
91549,3,135
91550,55,16255
91551,76,30430
91552,74,28890
91553,53,15135
91554,52,14590
91555,30,5130
91556,15,1455
91557,63,21135
91558,3,135
91559,23,3135
91560,6,330
91561,91,43255
91562,27,4215
91563,29,4815
91564,2,90
91565,47,12015
91566,57,17415
91567,78,32010
91568,64,21790
91569,92,44190
91570,87,39615
91571,36,7230
91572,24,3390
91573,21,2655
91574,48,12510
91575,33,6135
91576,80,33630
91577,72,27390
91578,56,16830
91579,49,13015
91580,61,19855
91581,62,20490
91582,65,22455
91583,21,2655
91584,75,29655
91585,62,20490
91586,36,7230
91587,97,49015
91588,79,32815
91589,40,8830
91590,54,15690
91591,26,3930
91592,36,7230
91593,8,510
91594,76,30430
91595,82,35290
91596,45,11055
91597,62,20490
91598,99,51015
91599,22,2890
91600,48,12510
91601,76,30430
91602,64,21790
91603,51,14055
91604,19,2215
91605,26,3930
91606,98,50010
91607,59,18615
91608,5,255
91609,52,14590
91610,27,4215
91611,65,22455
91612,51,14055
91613,13,1135
91614,71,26655
91615,6,330
91616,41,9255
91617,76,30430
91618,65,22455
91619,88,40510
91620,66,23130
91621,98,50010
91622,80,33630
91623,18,2010
91624,21,2655
91625,1,55
91626,18,2010
91627,23,3135
91628,49,13015
91629,92,44190
91630,45,11055
91631,30,5130
91632,52,14590
91633,26,3930
91634,19,2215
91635,24,3390
91636,44,10590
91637,76,30430
91638,39,8415
91639,31,5455
91640,90,42330
91641,5,255
91642,20,2430
91643,96,48030
91644,19,2215
91645,29,4815
91646,66,23130
91647,72,27390
91648,17,1815
91649,23,3135
91650,92,44190
91651,68,24510
91652,94,46090
91653,90,42330
91654,0,30
91655,42,9690
91656,29,4815
91657,7,415
91658,43,10135
91659,8,510
91660,58,18010
91661,33,6135
91662,50,13530
91663,34,6490
91664,56,16830
91665,11,855
91666,91,43255
91667,26,3930
91668,98,50010
91669,76,30430
91670,54,15690
91671,33,6135
91672,15,1455
91673,98,50010
91674,92,44190
91675,50,13530
91676,8,510
91677,33,6135
91678,51,14055
91679,15,1455
91680,14,1290
91681,86,38730
91682,62,20490
91683,53,15135
91684,24,3390
91685,70,25930
91686,71,26655
91687,66,23130
91688,83,36135
91689,90,42330
91690,89,41415
91691,71,26655
91692,40,8830
91693,73,28135
91694,66,23130
91695,49,13015
91696,15,1455
91697,29,4815
91698,86,38730
91699,25,3655
91700,41,9255
91701,96,48030
91702,23,3135
91703,47,12015
91704,42,9690
91705,30,5130
91706,82,35290
91707,66,23130
91708,66,23130
91709,11,855
91710,19,2215
91711,40,8830
91712,74,28890
91713,19,2215
91714,40,8830
91715,2,90
91716,13,1135
91717,67,23815
91718,87,39615
91719,26,3930
91720,98,50010
91721,19,2215
91722,64,21790
91723,38,8010
91724,64,21790
91725,88,40510
91726,68,24510
91727,47,12015
91728,84,36990
91729,38,8010
91730,37,7615
91731,66,23130
91732,77,31215
91733,57,17415
91734,96,48030
91735,81,34455
91736,0,30
91737,35,6855
91738,97,49015
91739,10,730
91740,89,41415
91741,83,36135
91742,81,34455
91743,12,990
91744,19,2215
91745,93,45135
91746,70,25930
91747,43,10135
91748,62,20490
91749,20,2430
91750,63,21135
91751,69,25215
91752,50,13530
91753,34,6490
91754,52,14590
91755,66,23130
91756,31,5455
91757,57,17415
91758,84,36990
91759,8,510
91760,86,38730
91761,34,6490
91762,79,32815
91763,83,36135
91764,11,855
91765,17,1815
91766,59,18615
91767,55,16255
91768,8,510
91769,67,23815
91770,63,21135
91771,81,34455
91772,26,3930
91773,81,34455
91774,18,2010
91775,18,2010
91776,79,32815
91777,94,46090
91778,28,4510
91779,17,1815
91780,83,36135
91781,12,990
91782,56,16830
91783,90,42330
91784,2,90
91785,77,31215
91786,71,26655
91787,45,11055
91788,60,19230
91789,77,31215
91790,86,38730
91791,47,12015
91792,84,36990
91793,6,330
91794,63,21135
91795,67,23815
91796,12,990
91797,8,510
91798,75,29655
91799,87,39615
91800,36,7230
91801,89,41415
91802,46,11530
91803,93,45135
91804,24,3390
91805,40,8830
91806,93,45135
91807,62,20490
91808,60,19230
91809,79,32815
91810,45,11055
91811,33,6135
91812,30,5130
91813,70,25930
91814,13,1135
91815,81,34455
91816,26,3930
91817,62,20490
91818,99,51015
91819,55,16255
91820,72,27390
91821,75,29655
91822,41,9255
91823,68,24510
91824,1,55
91825,82,35290
91826,23,3135
91827,12,990
91828,80,33630
91829,95,47055
91830,28,4510
91831,86,38730
91832,82,35290
91833,97,49015
91834,90,42330
91835,100,52030
91836,25,3655
91837,66,23130
91838,59,18615
91839,8,510
91840,29,4815
91841,98,50010
91842,18,2010
91843,88,40510
91844,75,29655
91845,1,55
91846,92,44190
91847,21,2655
91848,15,1455
91849,23,3135
91850,53,15135
91851,36,7230
91852,69,25215
91853,17,1815
91854,58,18010
91855,92,44190
91856,68,24510
91857,2,90
91858,41,9255
91859,91,43255
91860,31,5455
91861,12,990
91862,19,2215
91863,15,1455
91864,77,31215
91865,100,52030
91866,36,7230
91867,49,13015
91868,88,40510
91869,52,14590
91870,1,55
91871,3,135
91872,83,36135
91873,37,7615
91874,33,6135
91875,24,3390
91876,70,25930
91877,12,990
91878,43,10135
91879,87,39615
91880,70,25930
91881,43,10135
91882,48,12510
91883,84,36990
91884,82,35290
91885,50,13530
91886,85,37855
91887,0,30
91888,26,3930
91889,42,9690
91890,28,4510
91891,0,30
91892,37,7615
91893,69,25215
91894,95,47055
91895,84,36990
91896,91,43255
91897,54,15690
91898,72,27390
91899,69,25215
91900,51,14055
91901,63,21135
91902,9,615
91903,64,21790
91904,74,28890
91905,13,1135
91906,90,42330
91907,15,1455
91908,36,7230
91909,76,30430
91910,38,8010
91911,37,7615
91912,99,51015
91913,15,1455
91914,6,330
91915,11,855
91916,92,44190
91917,51,14055
91918,31,5455
91919,54,15690
91920,16,1630
91921,22,2890
91922,48,12510
91923,12,990
91924,72,27390
91925,95,47055
91926,68,24510
91927,60,19230
91928,64,21790
91929,94,46090
91930,25,3655
91931,45,11055
91932,77,31215
91933,73,28135
91934,61,19855
91935,33,6135
91936,99,51015
91937,22,2890
91938,96,48030
91939,5,255
91940,38,8010
91941,86,38730
91942,0,30
91943,90,42330
91944,78,32010
91945,81,34455
91946,3,135
91947,100,52030
91948,83,36135
91949,68,24510
91950,97,49015
91951,66,23130
91952,29,4815
91953,59,18615
91954,27,4215
91955,49,13015
91956,47,12015
91957,63,21135
91958,49,13015
91959,88,40510
91960,50,13530
91961,76,30430
91962,15,1455
91963,89,41415
91964,5,255
91965,74,28890
91966,43,10135
91967,82,35290
91968,17,1815
91969,91,43255
91970,25,3655
91971,31,5455
91972,83,36135
91973,3,135
91974,87,39615
91975,15,1455
91976,90,42330
91977,75,29655
91978,83,36135
91979,27,4215
91980,97,49015
91981,6,330
91982,63,21135
91983,28,4510
91984,66,23130
91985,32,5790
91986,57,17415
91987,100,52030
91988,23,3135
91989,22,2890
91990,64,21790
91991,35,6855
91992,42,9690
91993,12,990
91994,8,510
91995,4,190
91996,67,23815
91997,37,7615
91998,17,1815
91999,64,21790
92000,73,28135
92001,16,1630
92002,65,22455
92003,97,49015
92004,32,5790
92005,73,28135
92006,41,9255
92007,23,3135
92008,36,7230
92009,11,855
92010,26,3930
92011,95,47055
92012,43,10135
92013,26,3930
92014,28,4510
92015,33,6135
92016,37,7615
92017,40,8830
92018,7,415
92019,71,26655
92020,91,43255
92021,98,50010
92022,70,25930
92023,64,21790
92024,15,1455
92025,44,10590
92026,19,2215
92027,33,6135
92028,75,29655
92029,23,3135
92030,65,22455
92031,97,49015
92032,84,36990
92033,49,13015
92034,32,5790
92035,88,40510
92036,82,35290
92037,49,13015
92038,1,55
92039,76,30430
92040,31,5455
92041,80,33630
92042,18,2010
92043,43,10135
92044,21,2655
92045,25,3655
92046,7,415
92047,72,27390
92048,97,49015
92049,90,42330
92050,17,1815
92051,13,1135
92052,71,26655
92053,52,14590
92054,100,52030
92055,45,11055
92056,58,18010
92057,45,11055
92058,35,6855
92059,68,24510
92060,48,12510
92061,16,1630
92062,2,90
92063,77,31215
92064,49,13015
92065,17,1815
92066,78,32010
92067,81,34455
92068,6,330
92069,38,8010
92070,17,1815
92071,7,415
92072,99,51015
92073,49,13015
92074,37,7615
92075,34,6490
92076,34,6490
92077,36,7230
92078,88,40510
92079,77,31215
92080,49,13015
92081,21,2655
92082,9,615
92083,100,52030
92084,99,51015
92085,24,3390
92086,96,48030
92087,25,3655
92088,0,30
92089,74,28890
92090,11,855
92091,73,28135
92092,77,31215
92093,26,3930
92094,39,8415
92095,54,15690
92096,100,52030
92097,4,190
92098,32,5790
92099,10,730
92100,94,46090
92101,23,3135
92102,94,46090
92103,48,12510
92104,34,6490
92105,46,11530
92106,14,1290
92107,45,11055
92108,53,15135
92109,98,50010
92110,58,18010
92111,0,30
92112,99,51015
92113,56,16830
92114,95,47055
92115,27,4215
92116,84,36990
92117,68,24510
92118,37,7615
92119,82,35290
92120,7,415
92121,53,15135
92122,6,330
92123,99,51015
92124,20,2430
92125,10,730
92126,73,28135
92127,49,13015
92128,4,190
92129,70,25930
92130,77,31215
92131,60,19230
92132,80,33630
92133,72,27390
92134,64,21790
92135,7,415
92136,76,30430
92137,91,43255
92138,51,14055
92139,12,990
92140,51,14055
92141,52,14590
92142,65,22455
92143,100,52030
92144,8,510
92145,44,10590
92146,63,21135
92147,12,990
92148,30,5130
92149,61,19855
92150,21,2655
92151,30,5130
92152,50,13530
92153,34,6490
92154,54,15690
92155,43,10135
92156,66,23130
92157,6,330
92158,26,3930
92159,25,3655
92160,25,3655
92161,55,16255
92162,86,38730
92163,92,44190
92164,58,18010
92165,30,5130
92166,94,46090
92167,92,44190
92168,32,5790
92169,71,26655
92170,63,21135
92171,76,30430
92172,1,55
92173,54,15690
92174,27,4215
92175,70,25930
92176,28,4510
92177,32,5790
92178,62,20490
92179,9,615
92180,38,8010
92181,2,90
92182,79,32815
92183,79,32815
92184,40,8830
92185,43,10135
92186,13,1135
92187,62,20490
92188,6,330
92189,12,990
92190,43,10135
92191,81,34455
92192,44,10590
92193,71,26655
92194,11,855
92195,96,48030
92196,76,30430
92197,7,415
92198,23,3135
92199,96,48030
92200,10,730
92201,34,6490
92202,43,10135
92203,98,50010
92204,28,4510
92205,7,415
92206,70,25930
92207,26,3930
92208,72,27390
92209,52,14590
92210,1,55
92211,60,19230
92212,26,3930
92213,14,1290
92214,50,13530
92215,42,9690
92216,30,5130
92217,10,730
92218,51,14055
92219,50,13530
92220,99,51015
92221,19,2215
92222,76,30430
92223,34,6490
92224,78,32010
92225,66,23130
92226,60,19230
92227,22,2890
92228,29,4815
92229,55,16255
92230,67,23815
92231,65,22455
92232,44,10590
92233,88,40510
92234,9,615
92235,31,5455
92236,51,14055
92237,38,8010
92238,96,48030
92239,84,36990
92240,93,45135
92241,12,990
92242,41,9255
92243,61,19855
92244,30,5130
92245,44,10590
92246,76,30430
92247,97,49015
92248,63,21135
92249,37,7615
92250,23,3135
92251,22,2890
92252,30,5130
92253,12,990
92254,11,855
92255,89,41415
92256,84,36990
92257,66,23130
92258,27,4215
92259,48,12510
92260,60,19230
92261,30,5130
92262,71,26655
92263,64,21790
92264,7,415
92265,15,1455
92266,18,2010
92267,93,45135
92268,73,28135
92269,56,16830
92270,38,8010
92271,43,10135
92272,50,13530
92273,91,43255
92274,3,135
92275,38,8010
92276,31,5455
92277,27,4215
92278,4,190
92279,32,5790
92280,45,11055
92281,8,510
92282,57,17415
92283,15,1455
92284,32,5790
92285,44,10590
92286,64,21790
92287,29,4815
92288,1,55
92289,35,6855
92290,53,15135
92291,73,28135
92292,14,1290
92293,100,52030
92294,79,32815
92295,13,1135
92296,81,34455
92297,84,36990
92298,58,18010
92299,93,45135
92300,63,21135
92301,55,16255
92302,91,43255
92303,47,12015
92304,17,1815
92305,5,255
92306,29,4815
92307,71,26655
92308,73,28135
92309,66,23130
92310,46,11530
92311,10,730
92312,37,7615
92313,91,43255
92314,11,855
92315,8,510
92316,24,3390
92317,58,18010
92318,46,11530
92319,12,990
92320,25,3655
92321,8,510
92322,38,8010
92323,64,21790
92324,50,13530
92325,7,415
92326,49,13015
92327,78,32010
92328,7,415
92329,32,5790
92330,70,25930
92331,45,11055
92332,5,255
92333,38,8010
92334,99,51015
92335,14,1290
92336,87,39615
92337,0,30
92338,54,15690
92339,51,14055
92340,47,12015
92341,45,11055
92342,41,9255
92343,91,43255
92344,1,55
92345,14,1290
92346,59,18615
92347,2,90
92348,14,1290
92349,49,13015
92350,46,11530
92351,62,20490
92352,40,8830
92353,88,40510
92354,3,135
92355,51,14055
92356,56,16830
92357,0,30
92358,44,10590
92359,88,40510
92360,24,3390
92361,89,41415
92362,89,41415
92363,46,11530
92364,98,50010
92365,23,3135
92366,92,44190
92367,27,4215
92368,60,19230
92369,64,21790
92370,33,6135
92371,27,4215
92372,37,7615
92373,54,15690
92374,21,2655
92375,61,19855
92376,62,20490
92377,7,415
92378,13,1135
92379,42,9690
92380,11,855
92381,45,11055
92382,90,42330
92383,56,16830
92384,17,1815
92385,63,21135
92386,40,8830
92387,52,14590
92388,51,14055
92389,95,47055
92390,37,7615
92391,66,23130
92392,55,16255
92393,25,3655
92394,27,4215
92395,62,20490
92396,25,3655
92397,53,15135
92398,83,36135
92399,86,38730
92400,56,16830
92401,2,90
92402,49,13015
92403,28,4510
92404,86,38730
92405,78,32010
92406,28,4510
92407,59,18615
92408,34,6490
92409,48,12510
92410,89,41415
92411,88,40510
92412,97,49015
92413,22,2890
92414,78,32010
92415,27,4215
92416,8,510
92417,64,21790
92418,69,25215
92419,52,14590
92420,22,2890
92421,100,52030
92422,100,52030
92423,40,8830
92424,72,27390
92425,98,50010
92426,72,27390
92427,22,2890
92428,12,990
92429,29,4815
92430,58,18010
92431,39,8415
92432,61,19855
92433,71,26655
92434,18,2010
92435,69,25215
92436,32,5790
92437,9,615
92438,85,37855
92439,28,4510
92440,84,36990
92441,15,1455
92442,30,5130
92443,71,26655
92444,17,1815
92445,11,855
92446,42,9690
92447,73,28135
92448,78,32010
92449,5,255
92450,67,23815
92451,89,41415
92452,56,16830
92453,36,7230
92454,67,23815
92455,24,3390
92456,71,26655
92457,30,5130
92458,91,43255
92459,74,28890
92460,88,40510
92461,22,2890
92462,46,11530
92463,24,3390
92464,46,11530
92465,69,25215
92466,46,11530
92467,92,44190
92468,23,3135
92469,37,7615
92470,65,22455
92471,22,2890
92472,72,27390
92473,45,11055
92474,46,11530
92475,19,2215
92476,31,5455
92477,0,30
92478,77,31215
92479,59,18615
92480,2,90
92481,80,33630
92482,0,30
92483,88,40510
92484,82,35290
92485,8,510
92486,43,10135
92487,16,1630
92488,4,190
92489,83,36135
92490,91,43255
92491,40,8830
92492,28,4510
92493,91,43255
92494,74,28890
92495,31,5455
92496,94,46090
92497,41,9255
92498,19,2215
92499,42,9690
92500,9,615
92501,73,28135
92502,63,21135
92503,35,6855
92504,28,4510
92505,27,4215
92506,4,190
92507,34,6490
92508,56,16830
92509,51,14055
92510,81,34455
92511,70,25930
92512,54,15690
92513,74,28890
92514,11,855
92515,86,38730
92516,5,255
92517,21,2655
92518,54,15690
92519,52,14590
92520,28,4510
92521,23,3135
92522,77,31215
92523,67,23815
92524,22,2890
92525,41,9255
92526,90,42330
92527,97,49015
92528,68,24510
92529,3,135
92530,49,13015
92531,12,990
92532,64,21790
92533,88,40510
92534,93,45135
92535,2,90
92536,65,22455
92537,42,9690
92538,40,8830
92539,80,33630
92540,32,5790
92541,38,8010
92542,78,32010
92543,12,990
92544,96,48030
92545,12,990
92546,64,21790
92547,59,18615
92548,69,25215
92549,48,12510
92550,28,4510
92551,51,14055
92552,36,7230
92553,50,13530
92554,41,9255
92555,90,42330
92556,97,49015
92557,92,44190
92558,47,12015
92559,59,18615
92560,69,25215
92561,50,13530
92562,61,19855
92563,47,12015
92564,87,39615
92565,96,48030
92566,75,29655
92567,33,6135
92568,28,4510
92569,23,3135
92570,29,4815
92571,55,16255
92572,83,36135
92573,56,16830
92574,73,28135
92575,7,415
92576,9,615
92577,73,28135
92578,100,52030
92579,83,36135
92580,75,29655
92581,49,13015
92582,70,25930
92583,31,5455
92584,92,44190
92585,13,1135
92586,24,3390
92587,15,1455
92588,2,90
92589,49,13015
92590,93,45135
92591,100,52030
92592,93,45135
92593,85,37855
92594,37,7615
92595,50,13530
92596,12,990
92597,10,730
92598,37,7615
92599,83,36135
92600,76,30430
92601,79,32815
92602,62,20490
92603,18,2010
92604,54,15690
92605,64,21790
92606,87,39615
92607,86,38730
92608,93,45135
92609,80,33630
92610,72,27390
92611,83,36135
92612,4,190
92613,90,42330
92614,13,1135
92615,88,40510
92616,92,44190
92617,88,40510
92618,96,48030
92619,42,9690
92620,81,34455
92621,46,11530
92622,83,36135
92623,94,46090
92624,51,14055
92625,36,7230
92626,17,1815
92627,48,12510
92628,98,50010
92629,29,4815
92630,20,2430
92631,27,4215
92632,61,19855
92633,97,49015
92634,2,90
92635,58,18010
92636,76,30430
92637,81,34455
92638,49,13015
92639,42,9690
92640,24,3390
92641,48,12510
92642,33,6135
92643,5,255
92644,39,8415
92645,38,8010
92646,41,9255
92647,85,37855
92648,35,6855
92649,41,9255
92650,48,12510
92651,55,16255
92652,75,29655
92653,25,3655
92654,100,52030
92655,86,38730
92656,58,18010
92657,28,4510
92658,70,25930
92659,39,8415
92660,5,255
92661,63,21135
92662,1,55
92663,77,31215
92664,61,19855
92665,46,11530
92666,4,190
92667,23,3135
92668,27,4215
92669,5,255
92670,51,14055
92671,22,2890
92672,2,90
92673,93,45135
92674,26,3930
92675,91,43255
92676,90,42330
92677,31,5455
92678,91,43255
92679,51,14055
92680,43,10135
92681,78,32010
92682,5,255
92683,17,1815
92684,65,22455
92685,45,11055
92686,8,510
92687,42,9690
92688,65,22455
92689,47,12015
92690,53,15135
92691,71,26655
92692,30,5130
92693,65,22455
92694,30,5130
92695,64,21790
92696,38,8010
92697,30,5130
92698,19,2215
92699,90,42330
92700,55,16255
92701,78,32010
92702,71,26655
92703,93,45135
92704,86,38730
92705,54,15690
92706,82,35290
92707,49,13015
92708,55,16255
92709,40,8830
92710,19,2215
92711,83,36135
92712,59,18615
92713,69,25215
92714,12,990
92715,9,615
92716,13,1135
92717,47,12015
92718,69,25215
92719,52,14590
92720,6,330
92721,28,4510
92722,74,28890
92723,28,4510
92724,43,10135
92725,13,1135
92726,67,23815
92727,19,2215
92728,77,31215
92729,47,12015
92730,95,47055
92731,22,2890
92732,68,24510
92733,14,1290
92734,100,52030
92735,27,4215
92736,10,730
92737,31,5455
92738,2,90
92739,51,14055
92740,72,27390
92741,28,4510
92742,60,19230
92743,78,32010
92744,16,1630
92745,74,28890
92746,80,33630
92747,52,14590
92748,59,18615
92749,100,52030
92750,50,13530
92751,46,11530
92752,84,36990
92753,32,5790
92754,2,90
92755,20,2430
92756,22,2890
92757,81,34455
92758,86,38730
92759,12,990
92760,94,46090
92761,69,25215
92762,20,2430
92763,82,35290
92764,96,48030
92765,64,21790
92766,79,32815
92767,20,2430
92768,11,855
92769,90,42330
92770,48,12510
92771,50,13530
92772,42,9690
92773,92,44190
92774,28,4510
92775,86,38730
92776,1,55
92777,70,25930
92778,61,19855
92779,60,19230
92780,89,41415
92781,81,34455
92782,13,1135
92783,16,1630
92784,46,11530
92785,47,12015
92786,47,12015
92787,24,3390
92788,91,43255
92789,43,10135
92790,3,135
92791,67,23815
92792,96,48030
92793,20,2430
92794,48,12510
92795,20,2430
92796,55,16255
92797,2,90
92798,40,8830
92799,46,11530
92800,53,15135
92801,24,3390
92802,36,7230
92803,56,16830
92804,52,14590
92805,27,4215
92806,19,2215
92807,47,12015
92808,55,16255
92809,42,9690
92810,79,32815
92811,11,855
92812,20,2430
92813,14,1290
92814,23,3135
92815,55,16255
92816,2,90
92817,65,22455
92818,16,1630
92819,66,23130
92820,73,28135
92821,70,25930
92822,37,7615
92823,36,7230
92824,85,37855
92825,43,10135
92826,67,23815
92827,58,18010
92828,34,6490
92829,87,39615
92830,6,330
92831,27,4215
92832,21,2655
92833,38,8010
92834,14,1290
92835,20,2430
92836,42,9690
92837,26,3930
92838,35,6855
92839,25,3655
92840,48,12510
92841,13,1135
92842,34,6490
92843,31,5455
92844,77,31215
92845,72,27390
92846,22,2890
92847,10,730
92848,97,49015
92849,98,50010
92850,16,1630
92851,98,50010
92852,8,510
92853,57,17415
92854,86,38730
92855,14,1290
92856,81,34455
92857,55,16255
92858,44,10590
92859,72,27390
92860,7,415
92861,65,22455
92862,5,255
92863,61,19855
92864,22,2890
92865,28,4510
92866,58,18010
92867,9,615
92868,30,5130
92869,77,31215
92870,92,44190
92871,6,330
92872,95,47055
92873,25,3655
92874,38,8010
92875,17,1815
92876,19,2215
92877,6,330
92878,48,12510
92879,57,17415
92880,68,24510
92881,82,35290
92882,67,23815
92883,56,16830
92884,0,30
92885,98,50010
92886,81,34455
92887,18,2010
92888,27,4215
92889,55,16255
92890,20,2430
92891,25,3655
92892,43,10135
92893,41,9255
92894,52,14590
92895,67,23815
92896,60,19230
92897,22,2890
92898,82,35290
92899,26,3930
92900,84,36990
92901,83,36135
92902,23,3135
92903,74,28890
92904,66,23130
92905,42,9690
92906,10,730
92907,60,19230
92908,84,36990
92909,10,730
92910,67,23815
92911,78,32010
92912,20,2430
92913,44,10590
92914,55,16255
92915,27,4215
92916,12,990
92917,40,8830
92918,37,7615
92919,19,2215
92920,33,6135
92921,49,13015
92922,10,730
92923,28,4510
92924,6,330
92925,86,38730
92926,5,255
92927,82,35290
92928,29,4815
92929,68,24510
92930,80,33630
92931,16,1630
92932,89,41415
92933,80,33630
92934,48,12510
92935,48,12510
92936,92,44190
92937,89,41415
92938,17,1815
92939,98,50010
92940,19,2215
92941,42,9690
92942,50,13530
92943,27,4215
92944,28,4510
92945,10,730
92946,53,15135
92947,73,28135
92948,41,9255
92949,73,28135
92950,14,1290
92951,26,3930
92952,2,90
92953,47,12015
92954,43,10135
92955,11,855
92956,97,49015
92957,64,21790
92958,69,25215
92959,74,28890
92960,76,30430
92961,41,9255
92962,36,7230
92963,88,40510
92964,15,1455
92965,6,330
92966,13,1135
92967,31,5455
92968,76,30430
92969,22,2890
92970,63,21135
92971,71,26655
92972,56,16830
92973,3,135
92974,18,2010
92975,74,28890
92976,9,615
92977,43,10135
92978,3,135
92979,89,41415
92980,61,19855
92981,70,25930
92982,56,16830
92983,90,42330
92984,16,1630
92985,0,30
92986,57,17415
92987,64,21790
92988,35,6855
92989,21,2655
92990,23,3135
92991,92,44190
92992,66,23130
92993,6,330
92994,99,51015
92995,99,51015
92996,7,415
92997,6,330
92998,63,21135
92999,93,45135
93000,15,1455
93001,66,23130
93002,6,330
93003,17,1815
93004,70,25930
93005,11,855
93006,25,3655
93007,13,1135
93008,43,10135
93009,86,38730
93010,10,730
93011,84,36990
93012,100,52030
93013,23,3135
93014,42,9690
93015,73,28135
93016,16,1630
93017,1,55
93018,15,1455
93019,16,1630
93020,43,10135
93021,39,8415
93022,32,5790
93023,50,13530
93024,21,2655
93025,100,52030
93026,90,42330
93027,46,11530
93028,52,14590
93029,93,45135
93030,20,2430
93031,60,19230
93032,32,5790
93033,16,1630
93034,87,39615
93035,95,47055
93036,68,24510
93037,20,2430
93038,25,3655
93039,92,44190
93040,7,415
93041,4,190
93042,89,41415
93043,23,3135
93044,0,30
93045,0,30
93046,37,7615
93047,77,31215
93048,0,30
93049,33,6135
93050,98,50010
93051,82,35290
93052,11,855
93053,46,11530
93054,95,47055
93055,95,47055
93056,17,1815
93057,86,38730
93058,22,2890
93059,70,25930
93060,90,42330
93061,31,5455
93062,78,32010
93063,19,2215
93064,1,55
93065,48,12510
93066,21,2655
93067,10,730
93068,70,25930
93069,30,5130
93070,58,18010
93071,69,25215
93072,34,6490
93073,47,12015
93074,11,855
93075,20,2430
93076,46,11530
93077,8,510
93078,27,4215
93079,75,29655
93080,79,32815
93081,69,25215
93082,87,39615
93083,59,18615
93084,62,20490
93085,68,24510
93086,0,30
93087,68,24510
93088,14,1290
93089,72,27390
93090,95,47055
93091,75,29655
93092,2,90
93093,70,25930
93094,23,3135
93095,16,1630
93096,9,615
93097,38,8010
93098,48,12510
93099,83,36135
93100,65,22455
93101,67,23815
93102,0,30
93103,50,13530
93104,46,11530
93105,19,2215
93106,66,23130
93107,79,32815
93108,29,4815
93109,59,18615
93110,91,43255
93111,85,37855
93112,72,27390
93113,56,16830
93114,9,615
93115,66,23130
93116,95,47055
93117,27,4215
93118,48,12510
93119,93,45135
93120,74,28890
93121,6,330
93122,74,28890
93123,17,1815
93124,36,7230
93125,61,19855
93126,15,1455
93127,13,1135
93128,50,13530
93129,33,6135
93130,72,27390
93131,22,2890
93132,5,255
93133,52,14590
93134,14,1290
93135,51,14055
93136,56,16830
93137,59,18615
93138,36,7230
93139,40,8830
93140,36,7230
93141,43,10135
93142,46,11530
93143,98,50010
93144,68,24510
93145,90,42330
93146,95,47055
93147,87,39615
93148,2,90
93149,13,1135
93150,9,615
93151,27,4215
93152,59,18615
93153,79,32815
93154,96,48030
93155,72,27390
93156,39,8415
93157,93,45135
93158,75,29655
93159,48,12510
93160,92,44190
93161,72,27390
93162,6,330
93163,61,19855
93164,6,330
93165,0,30
93166,50,13530
93167,41,9255
93168,22,2890
93169,32,5790
93170,64,21790
93171,90,42330
93172,60,19230
93173,26,3930
93174,6,330
93175,34,6490
93176,40,8830
93177,95,47055
93178,70,25930
93179,61,19855
93180,37,7615
93181,44,10590
93182,11,855
93183,8,510
93184,83,36135
93185,76,30430
93186,53,15135
93187,36,7230
93188,73,28135
93189,10,730
93190,80,33630
93191,55,16255
93192,87,39615
93193,21,2655
93194,73,28135
93195,56,16830
93196,90,42330
93197,93,45135
